tweet_id,clean_text,brand_reply_text,silver_intent
2378276,"Hey Spoitfy @SpotifyCares . These past days Ive been using spotify and suddently someone else is using it aswell. Like, some other device is showing up in my devices which I know isnt mine. And their not on my internet either. Lenovo something. My username is Heiseig","@685881 Hi, help's here! Could you try logging out everywhere &amp; change your password? Find out more at https://t.co/sqXMUwzBuM. Hope this works /JQ",account_login
2378281,can you make a shuffle all for your entire database?,"@685883 Hey there! We don't have info to share, but we'll let the team know it's something you'd like to see /RH",playback_issue
2380920,why is your Xbox app so lack luster? There's not even an artist tab when you you do a search.,@686484 Hi Cade! Can you send us a screenshot of what you're seeing on the app? We'll be waiting for your reply /MG,device_platform
2380923,"Hi my name is Diana and I do not have an account with you guys, but I have recently had unauthorized charges on my bank account for Spotify since August 8, 2017 of $9.99. Multiple charges followed of the same amount September &amp; October.","@686485 Hey Diana! Don't worry, we're here to help. Can you send us any email addresses you have via DM? We'll check backstage /AN https://t.co/ldFdZRiNAt",account_login
2380933,Please release a new update to be compatible with iPhone X! Will this happen soon?,"@686490 Hey there. Don't worry, we’re working on it as we speak. Stay tuned! /NS",device_platform
2382433,"I forgot my password for spotify, and my old email-account got closed some yrs ago. What to do?","@686823 Hey there, help's here! Could you shoot us a DM your account's username and email address? We'll take a look backstage /VK https://t.co/ldFdZRiNAt",account_login
2382575,where’s the iPhone X update. The app is horrible right now.,"@630422 Hi! We're afraid we don't have any info on this right now, but we’re working on it as we speak. Stay tuned /RE",device_platform
2383456,i hate spotify so much like i am trying to listen to nialls album and it keeps putting different songs on shuffle,"@687047 Hey there! Just to check, are you rocking Free or Premium? We'll see what we can suggest /MA",playback_issue
2383574,Hey my spotify keeps pausing / skipping to next song.  Any idea whats going on?,"@687094 Hey! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /RH",playback_issue
2385602,Check your @115888 people somebody gained access to mine deleted all my playlists! Created new ones.. Tempted to delete app obviously not safe,@663714 Hi James! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /AU,account_login
2385604,Hey @115888   What’s the deal with wiping all the downloaded albums from my iPhone?   No offline tunes for my commute yesterday ☹️,@687554 Hi! Sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /AU,device_platform
2385610,please go accept my artist request to get access,@687557 Hey there! Thanks for letting us know that you've submitted for Spotify for Artists. We'd recommend checking out this FAQ: https://t.co/tvWXgbMObF 🙂 /T,account_login
2387461,Hey @115888 how do I block/delete the “walk on water song” from this playlist https://t.co/PgceNfyi0E,"@687971 Hi! This isn’t possible right now, but we have more info about this on our Community. Check it out: https://t.co/oGDLtialVI /PL",playback_issue
2387472,stop being fake and add the complete bigbang catalog,"@687975 Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /RE",playback_issue
2388065,"Hi, I'm trying to reproduce this track https://t.co/hdblWv2He3 but I'm not able to do it, am I doing something wrong? is this track not available to me for some reason?",@688103 Hey Alessandro! What country is your account set to? We'll check things out /AY,playback_issue
2388069,"hi, is there some issue with @13281 connections? I suddenly get the message my password is wrong, while it's the right one and spotify doesnt scrobble anymore.","@688104 Hi there! Can you tell us what device, operating system, and Spotify version you're using? We'll see what we can suggest /RE",account_login
2389001,is there any way I can ban @93284 from coming up on my shuffle?  I can't take it any more. It's like every 3 songs.,"@688292 Hey there. We're afraid it's currently not possible to block artists. Don't worry, we'll pass on your thoughts to the right team /AY",playback_issue
2389021,"Hi @SpotifyCares I had a trouble paying for Spotify Premium. Can I use my debit card to pay that? If not, how can I use this way (by transferring money)? What code do I have to put in ATM center? Thank you so much. https://t.co/Bqzi22vpKF","@579736 Hi, help's here! Yes, you have the option to pay using your debit card. Otherwise, a different payment method like PayPal would work /GK",premium_billing
2389822,when will we be able to change our username??😅,@688459 Hi Henna! Can you fire over your account's email address via DM? We'll see what we can suggest /NY,account_login
2390516,kenapa mau bayar spotify premium di alfamart enggak bisa dr kemarin? ada kendala?,"@688608 Hey there! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /GK",premium_billing
2390528,I have nus card but can't get the student discount because I need a unidays? Im a mature student and they dont give us the .ac email address 😥,"@688609 2: If you don't have an institution email, we suggest contacting UNiDAYS support at https://t.co/QjZHD4jDVM /HC",account_login
2391328,But I hope you could notify the said artists for the verification. Thank you!,@416792 Got it. Having access to Spotify for Artists should help them get started. Fingers crossed they'll get verified in the future /RE,account_login
2391736,It's been a while now since I can't log in to my Spotify account. It's about 2 months now. Can y'all help me out?,@321345 Hey there! That doesn't sound fun. Can you send us your account's username or email address via DM? We'll take a look under the hood /LP https://t.co/ldFdZRiNAt,account_login
2391965,If uninstall app  and   downloading again    all  data is lost... Correct??,"@688875 When you reinstall Spotify, your downloaded music gets removed. If you're okay with it, just follow the steps at https://t.co/EqisDMwZAT /NY",app_technical
2391968,I try  Pc Connect  to Spotify meybe works. 3 /4G / Wifi via phone  if not works,"@688875 We understand, but reinstalling the app is worth a shot to try. Just keep us updated if it's still the same after the reinstall /NY",device_platform
2391977,bitch i wanna change my username and see whos following my playlists @115888,"@688878 Hey there! We're afraid this is not possible right now, but you can support this idea to help make it happen: https://t.co/rXH5HEx9hM /AC",account_login
2391980,another update today and still not optimized for iPhone X. Your app is making my eyes burn with those horrible black bars!!!,"@688879 Hi Michael, we understand - we’re working on it as we speak. Stay tuned /AC",device_platform
2391990,Where is your iPhone X update? 🙄 https://t.co/P9MtCZeTvK,"@688881 Hi there! We’re working on it as we speak. Stay tuned for any updates from us about this soon. Anything else, let us know /NY",device_platform
2234730,Apps have been updated since before the iPhone X was even released. Using a robot to respond to customers is just pissing people off even more spitting out the same responses to customers,"@432371 2: If there's one thing we can guarantee, is that we're not robots. Let us know if we can help anything else /MU",device_platform
2393593,"Is there a way to stop @115888 from suggesting the same intolerable song in the Weekly list every other week? On an entirely related note, Group X - Arabian Rap Sensations, you are insufferable and not funny.","@689158 Hi, sorry for that. We appreciate your feedback! Don't worry. We'll let our devs know banning suggestions is something you'd like to see /GK",playback_issue
2393608,3 updates later and the app still doesn’t fit iPhone X screen... https://t.co/ekZgv30Xbx,@689161 Hi there! We understand - we’re working on it as we speak. Stay tuned. Feel free to tweet us if there's anything else /GK,device_platform
2393612,The feels when @115888 hasn’t updated their iOS app for the iPhone X yet...?,@273866 Hi there! We understand - we’re working on it as we speak. Stay tuned. Feel free to tweet us if there's anything else /GK,device_platform
2394372,Hey @SpotifyCares   Wife and I just got several Google home minis. We want to play two separate things in separate rooms. But when another person starts music the first Home shuts off. Can we do what we want?,"@689316 Hey Matt! Just to make sure, can you follow the steps that are on this link: https://t.co/9izv4Gpe8X? Let us know how it goes /SJ",playback_issue
2394382,Since when do you also play local files out of a sudden. I LOVE IT. Missed this one for so long https://t.co/2mcCwptglg,@689317 Hi Jade! That's great to hear! You can listen to more local files by following the steps at https://t.co/SgMwFS1ONz. Let us know if you have other questions /DV,playback_issue
2394390,i got spotify premium through my phone contract if i was to cancel how much is spotify monthly?,"@337632 Hi Kieran, help's here! We've just replied to your DM. Let's carry on chatting there /DV",premium_billing
2394393,y'all gotta chill with recommendations they starting to feel like ads and I don't pay to feel like things are ads,"@207797 Hey! Thanks for your feedback - we'll pass it on. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before /CM",premium_billing
2394401,Can @115888  explain to me why I'm seeing ads when i pay for my subscription? Not happy.,@689323 Hi Liam! Could you send over your account's email address via DM? We'll check behind the scenes /NJ https://t.co/ldFdZRiNAt,premium_billing
2394577,someone has hacked my account and replaced my albums with Mexican stuff I've never heard of. Help quickly please! I have 10 years of playlists on here https://t.co/IU49dI1CPO,@689356 Hey Ben! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next. Let us know how it goes /HC,account_login
2394579,Come on @115888 - 2 app updates since the iPhone X release and still no support?,"@689357 Hi Tom! Our developers are working on it as we speak. Stay tuned for updates from us regarding this. Anything else, let us know /NY",device_platform
2395572,how do I change my Spotify account to a student account?,@689622 Hey! Here's all the information you need to know about the student discount: https://t.co/rdZ9slIDDQ. Let us know if you have questions /RV,account_login
2395906,still no support for iPhone X??? https://t.co/fjf4qbjaes,@689690 Hi Alessandro! We’re working on it as we speak. We'll be sure to post updates on this once we have something to share /NY,device_platform
2395910,Spotify has updated their app twice and there is still no iPhone X support. How @115888,@689691 Hi Serena! Our developers are working on it as we speak. We'll be sure to post updates on this once we have something to share with you /NY,device_platform
2395920,I get this error mssg when I try to download anything - any ideas what’s up? I’m using iOS https://t.co/Nh5IiUUCeU,"@689693 Hey there! How many tracks would you say you have in Songs (roughly)? e.g. 100, 1000, 5000, or more? /PL",device_platform
2395935,Are you kidding me @SpotifyCares? 3 app updates since the iPhone X launch and still no support for it? WTF,@515271 Hi Alberto! We understand - we’re working on it as we speak. Stay tuned /AC,device_platform
2395948,"Hi, guys! I was wondering if there is a Mini-player on Spotify's Desktop App on Windows 10 and I'm just to blind to find it? Thx!","@689697 Hey! It's not possible for now, but you can support the idea by adding your vote at https://t.co/gauPI6VAPw /CB",device_platform
2395950,I'm trying to change payment cards and it tells me it's not available in my country when using my UK card.,"@689698 Hi Sebastian, help's here. Can you fire over your account's email address via DM? We'll check backstage and see what we can suggest /NY https://t.co/ldFdZRiNAt",premium_billing
2398318,Any news on optimisation for iPhone X screens?,@690211 Hey Andrew! Our best tech folks are on the case as we speak. Hopefully we'll have a fix soon /MX,device_platform
2398321,I can deal with the adverts you make us listen to every 30 minutes but when those 30 minutes are spent listening to ‘suggested tracks’ that I cannot skip it becomes a bit of a joke 🙄,@690212 Hi there! Suggested Tracks is part of our Free service on mobile. More info on that here: https://t.co/eY7pHmac5R /GK,playback_issue
2402473,hey guys How long does it take for Artist verification? I have been waiting for quite a while,@691177 Hi there! We have some info about the verification process at https://t.co/aR6VNZNfsw. Let us know if you have any other questions /NY,account_login
2402485,Hey...What’s the hold up on iPhone X app support? Jeez,@691180 Hey Jason! Our best tech folks are on the case as we speak. Hopefully we'll have a fix soon /MX,device_platform
2402496,.@115888 is trolling us with app updates that still don’t support the iPhone X screen 🧐 https://t.co/wXK9tyITur,@691184 Hi Leon! Our developers are already working on it. We'll post updates on this once we have something to share with you /NY,device_platform
2402503,when do you support the resolution on the new iPhone X? the black bars are really ugly and i know you can do it better.,"@691187 Hey there! We're afraid we don't have any info on this right now, but we’re working on it as we speak. Stay tuned /RE",device_platform
2404020,when will their be a update to support the iPhone X? Mine has been having a hard time connecting and running slow :(,"@177690 Hey Tim, helps! here! Can you let us know your exact iOS and Spotify versions? We'll see what we can suggest /JP",device_platform
2404022,"Another @115888 update, another week of no iPhone X optimization.   😞","@691521 Hey there. We've passed on your feedback to the team. Don't worry, we’re working on it as we speak. Stay tuned! 🔧 /PB",device_platform
2404028,"Ok @115888, I am getting really tired of the grayed out songs that I used to be able to play and now for whatever reason, I can't! This is becoming a serious pain point for users like me, and there are plenty of competitors. Just saying.","@691523 Hi Fina, help's here. Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /NY",playback_issue
2404048,if you make another update that doesn’t format your fucking app for the iphone x i’m going to burn down your building,"@691528 Hi, sorry to hear that. We understand - we’re working on it as we speak. Stay tuned! /AU",device_platform
2404067,"has released 2 updates since iPhone X release, neither with support for the new screen. I’m shook.",@691535 Hey there! Our best tech folks are on the case as we speak. Hopefully we'll have a fix soon /MX,device_platform
2404070,Have you a fix for the @115858  music default on the IOS 11.x? It’s driving me nuts. Almost to the piont of phone change.,@691536 Hey Simon. What's happening exactly? Could you also let us know the iOS device and Spotify version you're using? /AY,device_platform
2404075,would it be possible to add tabs to Spotify (Windows version to be specific)? The way it is it gets annoying fast browsing artists. Thank you. 😃,"@691537 Hey Robbie! We're afraid this isn't possible, but you can show your support for the same idea in our Community: https://t.co/hSjhzilUwT /JP",device_platform
2404082,you have a defect on iOS app where bottom menu disappears and oh man is it annoying!!,"@691539 Hey Mark! What device, OS, and Spotify version are you using? A screenshot will come in handy too. We'll see what we can suggest /MC",device_platform
2405252,You had 2 months to update your app to support iPhone X screen and had 2 updates since release. For a company your size... it should’ve been done already. What’s the hold up?,"@691805 Hey Norman! We understand - we’re working on it as we speak. Stay tuned. For anything else, let us know /GU",device_platform
2405254,iPhone X support any time soon?,"@691806 Hey Andrew! Don't worry, we’re working on it as we speak. Stay tuned. For anything else, let us  know /GU",device_platform
2405268,Updating the app for the iPhone X soon?,@691810 Hey Jovan - we hear you! We’re working on it as we speak. Stay tuned /JE,device_platform
2406988,"it’d be nice if @115888 @SpotifyCares would have a separate, redux Rap Caviar playlist for people who listen to it while driving. you implemented a Safe Car mode for your app but your Rap Caviar playlist sucks when you have to skip through videos. #DriveSafe","@630432 Hey there! This isn't currently possible, but we appreciate the feedback. We'll pass on your thoughts /PB",playback_issue
2407007,Why do they get Premium for less? Paying much more has made me 😡,"@338880 Hi! If you’re currently enrolled in an accredited college or university, you can get the discounted rate at https://t.co/pFeBZLq1cj /AU",premium_billing
2407021,when will spotify app be updated to iphone X display?,"@692217 Hi there! We don't have the exact timeframe on when the update will be released, but we’re working on it as we speak. Stay tuned 🙂 /AU",device_platform
2407027,my account with username pandusetiagama can not access...,"@692219 Hey there! It looks like you've already been assisted by our Chat team. If there's anything else we can help with, let us know 🙂 /CO",account_login
2408808,Okay why does my music pause every time I get a notification @115888 @917 @123765 @115858   I need answers,"@692631 Hi there! Can you let us know the device, operating system, and Spotify version you're rocking? We'll see what we can suggest /JM",playback_issue
2408832,any eta on iPhone X support? Or Apple Watch? :),"@552276 Hey, we don't have a specific time frame, but we’re working on iPhone X as we speak. Also, check out this idea: https://t.co/SEK4E4gi22 /PB",device_platform
2410559,Hi. Can you help me with the Spotiamb issue which hijacks my account ?,@693059 Hi Gordon! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /AU,account_login
2410561,since I'm on a roll of complains today: .@115888 your mac desktop app is a piece of crap. there is not a single day in which I don't have to restart it at least once.,@693060 Hey Monica! Can you tell us what’s happening exactly? We'll see what we can do to help /MS,device_platform
2410565,any ETA on iPhone X support? You’re like the only app left lol,"@693061 Hey there! We understand - we’re working on it as we speak. Stay tuned. For anything else, let us know /GU",device_platform
2410588,"Hello, Is there any estimate of when the iOS app will be updated for the iPhone X screen? Thanks in advance!",@693069 Hi there. We understand - we’re working on it as we speak. Stay tuned! /JM,device_platform
2412645,"Got excited to see a @SpotifyCares update, but sadly wasn’t the one for iPhone X…",@639498 Hi there. We hear you - we’re working on it as we speak. Stay tuned! Give us a shout if you need anything else /NH,device_platform
2412651,"When the application will work on the screens of iPhone X? Just get the app update, and does not come with the correct layout.",@693584 Hey there! We understand - we’re working on it as we speak. Be sure to stay tuned /CG,device_platform
2412666,Okay how in the world do I make my playlist so my husband can add to it? We used to be able to do so. I clicked “make collaborative” and shared it with him in a text. He can see the playlist and play songs from it but it won’t allow him to add anything to it.,@693588 Hey there! Could you let us know if your husband is following the playlists? Keep us posted /CG,playback_issue
2412672,"well, after closin apps form PC and phone, I'm able to turn it on again.... strange",@482184 That's great to hear! Give us a shout if the app ever misbehaves again. We'll be right here waiting /DV,device_platform
2412675,where's repeat 1 button on my android tv?,@482184 Hi Chetter! Can you let us know if you're logged in to the TV's Spotify app or using our Connect feature? /DV,device_platform
2412677,"i hate the automatically play of @115888 videos, how can I disable them?","@285780 Hey! This isn't possible, but we appreciate the feedback. We’re always testing things in order to improve &amp; we'll pass on your thoughts /CP",playback_issue
2412680,"Just got the email confirmation approving me, but the app and website are still asking me to submit my info again and not letting me manage my profile. Any suggestions?",@693589 Hey! Could you click the link in the email again? Let us know how you get on /I,account_login
2412684,can you add JLo's song Amor Amor Amor to this playlist https://t.co/BifyTOMt54,"@207448 Hey! Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /GU",playback_issue
2412692,I tried to re-install Spotify on my desktop comp and got this error. I have no idea what have happened. I suspect one of the latest windows updates could be responsible. Any suggestions? Thank you! https://t.co/piB4a1wenX,"@693591 Hey there, the cavalry's here! Does restarting your device before re-installing the app help? Keep us posted /JI",device_platform
2412710,"Why are your apps for Android and PC so slow? Seriously, I have to close and relaunch multiple times before I can get tunes going.","@693595 Hey there, help's here! Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /CG",device_platform
2412712,trying to use your app on the iPhone X is brutal,@693596 Hey Noah! We understand - we’re working on it as we speak. Be sure to stay tuned /CG,device_platform
2412721,"I need my account canceled an start me another one, my account was not put on my new phone. I love my music","@693600 Hey there, we've replied to your DM! We'll continue helping out over there 🙂 /DQ",account_login
2414533,second iOS update and still no iPhone X support 🤦🏻‍♂️,@694027 Hey there! We understand - we’re working on it as we speak. Be sure to stay tuned /CG,device_platform
2414546,can you add JLo's song Amor Amor Amor to this playlist https://t.co/1mXwuE24SY,@694030 2: we'll pass on your suggestion to them. Let us know if you have any other questions /SJ,playback_issue
2414553,"On iPhone X, the Spotify app will not resume music after taking a phone call without fully closing and restarting the app. This issue was not present when using iOS 11 on other iOS devices, so i assume it's lack of iPhone X support.",@694032 Hi George. Thanks for the heads up - we’re working on it as we speak. Stay tuned! Give us a shout if you need anything else /DN,device_platform
2414571,"Hi Guys, any plans to update the app for iPhone X? Would be awesome to use the extra screen real estate.",@694036 Hey Robb! We understand - we’re working on it as we speak. Be sure to stay tuned /CG,device_platform
12079,i will once y’all let me pay for it with paypal,"@694723 Hi! We can see how that’d be handy. Rest assured, your feedback will be passed on to the right folks /RE",premium_billing
2417730,How do I set parental controls at account level so my 5yr old doesn’t have access to explicit labelled content on his account?,@694765 2:  and have their parent's consent to our T&amp;Cs. We're here for you if we can help with anything else /SC,account_login
2418560,OK this might be an incredibly dumb question BUT. I signed up for Spotify long ago using FB. How can I change my username from numbers,@557817 Hi Arielle! We'd recommend checking out this out: https://t.co/9A4hsslOXj. Let us know if you need anything else 🙂 /T,account_login
2420182,OMG really!! Can I still get student premium if I already am on the regular premium one? Please!!!! Pretty Please!!!,"@695231 Hey there! To apply for the student discount, just head here: https://t.co/xbU7d8wpTJ. Let us know how this goes /CG",premium_billing
2420502,Every time i wanna listen to a song the nummer can’t be played! Any help? @SpotifyCares,@422421 Hi there! What device/operating system and Spotify version do you have? We'll see what we can suggest /SC,playback_issue
2422583,hello. I wanna ask. Is it possible to change my username since mine right now is kinda ugly name? Thx! https://t.co/BMDQ7fCCat,"@695805 Hi, help's here! Could you delete your tweet since it contains your username? Just reply in a DM and we'll continue helping you there 🙂 /JQ https://t.co/ldFdZR1cbT",account_login
2422808,The Zip/Postal Code link on the Your account support page links to the wrong page. https://t.co/0h20acjJLX,"@695848 Hey Hugo, thanks for the heads up! You can check and edit your account details here: https://t.co/cnaaFIwigZ. Let us know how it goes /KL",account_login
2422814,will you guys have reputation up for stream any time soon 🙏,"@676265 Hi. Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /KL",playback_issue
2426240,.@SpotifyCares please ask your devs to make the iOS app support multi-tasking. Ain’t particularly tricky; other apps have been doing so for over a year. Thanks.,@427855 Hi Jonathan! We can see how that’d be useful. You can vote for the official idea here: https://t.co/cUt0EXm8IP /MC,device_platform
2426249,Nope. Still having same issue even after the UI update for iPhone X. Frustrating.,@696712 We understand. The right folks are doing their best to provide the optimized version of the app. Stay tuned! /PL,device_platform
2426264,the forced chat function for support is incredibly inconvenient for people without access to a computer. I waited 15 minutes with my phone in my hand without any response. And I don't have time to just wait by.,@696716 Hi Ashley! We're sorry to hear you feel that way. Can you tell us more about what's going on? We'll do our best to help you out here /NH,account_login
2426271,"If I have Spotify premium for family, can my kids still use when they're at college? They still have my permanent address....",@696718 Hey! They shouldn't have any trouble using Premium for Family while attending college. We hope that helps /CB,premium_billing
2426275,how does a tech giant not have the ability to update their UI for the iPhone X. It’s genuinely embarrassing for your brand. @SpotifyCares,@696720 Hey there. We understand - we’re working on it as we speak. Stay tuned! /CB,device_platform
2426281,I want to vote a song into oblivion so I never hear it ever again @115888. Why is this not a feature.,@696723 Hi there! We hear you loud and clear. We can’t make any promises but we’ll pass your feedback onto the right folks /JI,playback_issue
2427663,released yet another iOS update today that does not take advantage of the full iPhone X screen and I have yet to receive a response to my sign up for the beta which (allegedly) does...,"@366035 Hey Anthony! We understand - we’re working on it as we speak. Stay tuned. For anything else, let us know /GU",device_platform
2427689,"Hello,  My daughter is a 6 year-old composing prodigy on the piano. Can I upload her music into Spotify so she can be heard by all your subscribers?  Please let me know.  Thanks.  Her latest song titled YinYang- https://t.co/MFk26ponzT",@697058 Hi Lalitha. It’s great to hear you’re looking to put her music on Spotify! You can find all the info you need at https://t.co/iWkrqk26O4 /XF,playback_issue
2427691,what’s the latest on update on app to support iPhone X?,"@421353 We don't have any updates yet, but we’re working on it as we speak. Stay tuned 🙂 /NH",device_platform
2427702,"I love that you have audio books but seriously, having to remember where you left off last time is such a painful experience...",@697061 Hey Patrick! Thanks for your feedback - we'll pass it on to the relevant folks 🙂 /SY,playback_issue
2428805,Hi! Please check your DM. Sent u a msg regarding my subscription.,@697319 Hey! We just replied to your DM with more info. We'll carry on helping out backstage /CB,premium_billing
2429642,please update your app to utilize the new screen dimensions on the iPhone X!,@697516 Hi Nathan. We understand - we’re working on it as we speak. Stay tuned! /DV,device_platform
2429650,I genuinely want @115888 to email me more often with gigs happening where I live for the artists I listen to,@697520 2: our Concerts feature at https://t.co/8YYaAosasd. Hope this helped. Let us know if you have questions /GT,account_login
2431658,what is this ridiculous username you assigned me and won't let me edit? l8aqmyeuwuipzsduevh9stizr I just can't even. Why?,"@668442 2. create a username but will allow you to put a display name. Rest assured, your feedback will be passed on to the right folks /GU",account_login
2431666,"Spotify replaced shuffle and repeat buttons with thumbs up and thumbs down...wtf. @115888 please bring those buttons back, this is dumb.","@142261 Hey Ryan! Just to check, are you playing songs from your Radio or your playlists? Keep us posted /MS",playback_issue
2431672,"I'm a premium user who puts a ton of time and thought into my playlists.  How can I increase social visibility and get some followers?  People need to hear my stuff, But I can't even find it in a simple google search!",@697948 Hey Jared! More info on how to promote your music at https://t.co/n3EkTXudjS. We hope this helps /SJ,premium_billing
2431675,i have a samsung TV with a universal remote... when i search for music the cursor skips letters/numbers... it is impossible to complete a search!,@697949 Hey Cailin! Can you let us know your TV's model? We'll see what we can suggest /JE,device_platform
2431680,If only there was an Apple Watch app to play without the phone.,"@697950 Hey Jake! Check out the official idea, and add your vote to let our devs know it's something you'd like to see: https://t.co/SEK4E4gi22 /MC",playback_issue
2432963,Why does Spotify have to unpack and reinstall EVERY SINGLE TIME I open it on the desktop. Why Really Why Explain yourself @115888,"@698234 Hi there! Can you let us know what device, operating system, and Spotify version you're using? We'll see what we can do /HR",app_technical
2432967,"Okay, @115888. You're getting closer. Can everyone here please help the curation team learn which song ALWAYS comes after Heartbreaker? At least you got the band right... so kudos.  Hint: NOT Rock and Roll https://t.co/MZkM11pBxN","@641296 Don't worry, we've already passed on your feedback to our Curation team. Let us know If you need further help with the app 🤘 /RR",playback_issue
2432971,"i want report something, again, https://t.co/LBX1wUYAn2 this song have the wrong artist singer linked,  and this one is the right singer spotify:artist:3qNVuliS40BLgXGxhdBdqu  THANK YOU, 👍🏻","@698235 Hey! We don't have any more info to share about this right now, but we'll get this reported. Let us know if there's anything else /MC",playback_issue
2432980,had the nerve to release an update that DIDN'T optimize for the iPhone X. Trifling...,"@664632 Hey Colton! We understand - we’re working on it as we speak. Stay tuned. For anything else, let us know /GU",device_platform
2432997,guys I don’t know if it’s you but “Around U” doesn’t even stream anymore and that makes me sad. Help? https://t.co/VVXF4GsPwV,@698238 Hey there! Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link. What country is your account set to? /PB,playback_issue
2433025,should know which songs are interludes...stop putting them on daily mixes thx,@698244 Hey Madison! We'll let the right folks know it's something you'd like to see. Let us know if there's anything else we can help you with /BH,playback_issue
2434763,I don't remember keying in an address for the account and I logged in with my Facebook account that has no address so...,"@698641 Hey Jason, help's arrived! We've just replied to your DM. Let's carry on chatting there /DV",account_login
2435829,"when on an artists' Spotify page, why isn't there an option for seeing a big list of all songs by that artist? I have to either trawl though loads of albums to find a song or search for each song individually! Such a basic feature and it's missing - very annoying! #Help","@698867 Hey! Thanks for the feedback. Rest assured, we've passed your feedback on to our devs. Give us a shout for anything else /RC",playback_issue
2436145,"Hey @SpotifyCares, how do I stop this appearing whenever I’m in the car? https://t.co/EMMGCAOW3j",@698941 Hey Tom! Can you try opting out here: https://t.co/PORH7knOMj? Let us know how it goes /PL,playback_issue
2438693,"Its been 5 months since Jay-Z released the ""4:44"" album and I still haven't been able to stream it and he's coming to Portland next month... I'll prob still go to his show tho, but smh... #SpotifyProbz",@699491 Hey there! Jay Z's 4:44 isn't currently available on Spotify. We’ll have it available to you as soon as it’s available to us 🙂 /LP,playback_issue
2439866,Hi! I tried updating my payment. I dmed you what it looks like,@699792 Hi there! We've just replied to your DM. Let's carry on chatting there /RH,premium_billing
2439873,"Hey @SpotifyCares how do I undo an accidental ""thumbs down"" on a song I like? Don't want to mess with your amazing algorithms. I've tried pressing both the thumbs up and down but neither react. Thanks! https://t.co/43NUA6t9j7","@699793 Hey Michael! Right now it isn’t possible to undo the action, but we’ll pass your feedback onto the right team 👍 /TK",playback_issue
2439888,go fuck yourself. update to iphone x or i’m canceling.,@699796 Hi. We understand how you feel - we’re working on it as we speak. Stay tuned! /RB,device_platform
2439894,"Are there any known issues with Spotify running on High Sierra? Whenever I play music, my whole Macbook goes really slow, scrolling is juddery and keyboard cannot keep up with typing. Stops when I stop playing music, even with app still open?","@699798 Hi Shane. Don't worry, we'll look into this. Can you tell us what's the exact app version you're using? We'll see what we can suggest /JU",playback_issue
2439905,"Hello, there is a song that seems to not be there on the app and i was wondering if there was anyway that you would be able to add it in. The song is called Everything's Alright from the game to the moon and hopfully the cover by Laura Shigihara.",@699801 Hey Tyler. We'd love to have it on Spotify! Hopefully we will in the future. Check this out: https://t.co/MEjmIRL2eB /JU,playback_issue
2439907,How has my Spotify account just disappeared? Come back😩,@699802 Hey Shannen. We've just sent a DM your way. Let's carry on chatting there /JU,account_login
2439916,hoe kan ik mijn KPN Spotify premium upgraden naar Spotify Family? #durftevragen,"@699805 Hey there! We can help out in English via Twitter, but we also have Dutch support via email at https://t.co/ZgU70TbP8M /PB",premium_billing
2440998,Yo @115888 why is there a download limit!? I pay y’all every month and should be able to download as much music as my phones storage allows.. #FIXTHIS,"@700063 Hey there! Right now, you can download up to 3,333 tracks on 3 separate devices. We have more info here: https://t.co/WDXVuJV0dh /NS",premium_billing
2441008,another @115888 update with nothing for the iPhone X. At this point I’ve done the unthinkable and am getting used to Apple Music again. @115948 hey big head 🤪👋🏾,@700067 Hey there. We understand - we’re working on it as we speak. Stay tuned! /NS,device_platform
2441995,hi bois uh idk who else to tweet but like ive been using ur mobile app for like 4 years premium nd u guys rock but suggestions: - an alarm clock feature - a timer to turn off music at a certain time - a cool counter to show u how much youve listened to something thx,@700295 1: Hey! You can vote for the ideas here to help make them happen: https://t.co/YSHYSPDR4z and https://t.co/iQadmEYxvs.,premium_billing
2442008,Why all of a sudden when I go to play an album does this app play other artists instead?  Its never done this before.,"@372505 Hey Amy, help's here! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /MG",playback_issue
2442047,"Been paying for @115888 for almost FOURYEARS now! Y’all really playing games... like what even made you allow 3,333 songs to be downloaded for offline play!?","@700063 We hear you. Don't worry, we'll make sure your feedback is passed on to the right team. Let us know if you need anything else /NS",playback_issue
